PN	Section	Features	Grade	Params_preview
TPR35	串联型电压基准	电压基准 工业级	工业级	Part Number: TPR35 | Status: Production | Rating: Industrial | Vin (Min) (V): max (Ver+0.05, 2.1) | Vin (Max) (V): 5.5 | Output Voltage: Fixed (1.25, 2.048, 2.5, 3.0, 3.3, 4.096) | Iq (Max) (μA): 210 | Accuracy (max): 0.002 | TC (-40 to 85℃) (ppm/℃): 30 | TC (-40 to 125℃) (ppm/℃): 50 | 0.1 to 10Hz O
TPR431	并联型电压基准	工业级 电压基准	工业级	Part Number: TPR431 | Status: Production | Rating: Industrial | Output Voltage: Adjustable (VREF to 36) | Isink (min) (mA): 1 | Isink (max) (mA): 80 | Accuracy: 0.005 | TC (ppm/℃): 50 | 10 to 10kHz Voltage Noise (μVrms): / | Output Capacitor Load (μF): / | Features: / | Package: SOT23G-3
TPR431-S	并联型电压基准	工业级 电压基准	工业级	Part Number: TPR431-S | Status: Production | Rating: Industrial | Output Voltage: Adjustable (VREF to 36) | Isink (min) (mA): 1 | Isink (max) (mA): 80 | Accuracy: 0.005 | TC (ppm/℃): 50 | 10 to 10kHz Voltage Noise (μVrms): / | Output Capacitor Load (μF): / | Features: AEC-Q100 Qualified | Package: S
TPR432	并联型电压基准	工业级 电压基准	工业级	Part Number: TPR432 | Status: Production | Rating: Industrial | Output Voltage: Adjustable (VREF to 36) | Isink (min) (mA): 1 | Isink (max) (mA): 80 | Accuracy: 0.005 | TC (ppm/℃): 50 | 10 to 10kHz Voltage Noise (μVrms): / | Output Capacitor Load (μF): / | Features: / | Package: SOT23G-3
TPR433-S	并联型电压基准	工业级 电压基准	工业级	Part Number: TPR433-S | Status: Production | Rating: Industrial | Output Voltage: Adjustable (VREF to 36) | Isink (min) (mA): 0.6 | Isink (max) (mA): 80 | Accuracy: 0.005 | TC (ppm/℃): 50 | 10 to 10kHz Voltage Noise (μVrms): / | Output Capacitor Load (μF): / | Features: / | Package: SOT23G-3
TPR433Q	并联型电压基准	车规AEC-Q100 电压基准	车规AEC-Q100	Part Number: TPR433Q | Status: Production | Rating: Automotive | Output Voltage: Adjustable (VREF to 36V) | Isink (min) (mA): 0.6 | Isink (max) (mA): 80 | Accuracy: 0.005 | TC (ppm/℃): 50 | 10 to 10kHz Voltage Noise (μVrms): / | Output Capacitor Load (μF): / | Features: / | Package: SOT23G-3
TPR434-S	并联型电压基准	工业级 电压基准	工业级	Part Number: TPR434-S | Status: Production | Rating: Industrial | Output Voltage: Adjustable (VREF to 36) | Isink (min) (mA): 0.6 | Isink (max) (mA): 80 | Accuracy: 0.005 | TC (ppm/℃): 50 | 10 to 10kHz Voltage Noise (μVrms): / | Output Capacitor Load (μF): / | Features: / | Package: SOT23G-3
TPR50	串联型电压基准	电压基准 工业级	工业级	Part Number: TPR50 | Status: Production | Rating: Industrial | Vin (Min) (V): max (Ver+0.2, 3) | Vin (Max) (V): 15 | Output Voltage: Fixed (1.25, 2.048, 2.5, 3.0, 3.3, 4.096, 4.5, 5.0) | Iq (Max) (μA): 1000 | Accuracy (max): 0.0005 | TC (-40 to 85℃) (ppm/℃): 3 | TC (-40 to 125℃) (ppm/℃): 6 | 0.1 to 
TPR6040	并联型电压基准	电压基准 工业级	工业级	Part Number: TPR6040 | Status: Production | Rating: Industrial | Output Voltage: Fixed (2.048, 2.5, 3.0, 3.3, 4.096, 5.0) | Isink (min) (mA): 0.15 | Isink (max) (mA): 15 | Accuracy: 0.002 | TC (ppm/℃): 50 | 10 to 10kHz Voltage Noise (μVrms): 90 | Output Capacitor Load (μF): Any Load | Features: / | 
TPR6040-S	并联型电压基准	电压基准 工业级	工业级	Part Number: TPR6040-S | Status: Production | Rating: Industrial | Output Voltage: Fixed (2.048, 2.5, 3.0, 3.3, 4.096, 5.0) | Isink (min) (mA): 0.15 | Isink (max) (mA): 15 | Accuracy: 0.001 | TC (ppm/℃): 25 | 10 to 10kHz Voltage Noise (μVrms): 90 | Output Capacitor Load (μF): Any Load | Features: Q1
TPR70	串联型电压基准	电压基准 工业级	工业级	Part Number: TPR70 | Status: Production | Rating: Industrial | Vin (Min) (V): max (Ver+0.2, 7.5) | Vin (Max) (V): 15 | Output Voltage: Fixed (2.5, 4.096, 5.0, 10) | Iq (Max) (μA): 1700 | Accuracy (max): 0.0005 | TC (-40 to 85℃) (ppm/℃): 5 | TC (-40 to 125℃) (ppm/℃): 3 | 0.1 to 10Hz Output Voltage No
TPR8200	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8200 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 10k,10k,10k,10k | Working Voltage (Max) (V): 20 | Resistor Matching Ratio (Max) (%): 0.1 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 5 | Matching for CM
TPR8201	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8201 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 8k,10k,10k,8k | Working Voltage (Max) (V): 20 | Resistor Matching Ratio (Max) (%): 0.1 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 5 | Matching for CMRR
TPR8203	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8203 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 2k,10k,10k,2k | Working Voltage (Max) (V): 20 | Resistor Matching Ratio (Max) (%): 0.1 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 5 | Matching for CMRR
TPR8204	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8204 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 5k,1k,1k,5k | Working Voltage (Max) (V): 10 | Resistor Matching Ratio (Max) (%): 0.1 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 5 | Matching for CMRR (
TPR8205	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8205 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 100k,10k,10k,100k | Working Voltage (Max) (V): 60 | Resistor Matching Ratio (Max) (%): 0.1 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 5 | Matching for 
TPR8401	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8401 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 1k,9k | Working Voltage (Max) (V): 10 for R1,36 for R2 | Resistor Matching Ratio (Max) (%): 0.05 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 2 | Matchin
TPR8402	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8402 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 2k,10k | Working Voltage (Max) (V): 20 for R1,60 for R2 | Resistor Matching Ratio (Max) (%): 0.05 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 2 | Matchi
TPR8600	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8600 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 10k,10k,10k,10k | Working Voltage (Max) (V): 60 | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 | Matching for 
TPR8601	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8601 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 10k,10k,10k,10k | Working Voltage (Max) (V): 60 | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 | Matching for 
TPR8601A	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8601A | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 10k,10k,10k,10k | Working Voltage (Max) (V): 60 | Resistor Matching Ratio (Max) (%): 0.01 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 | Matching for 
TPR8602	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8602 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 100k,10k,10k,100k | Working Voltage (Max) (V): 60 | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 | Matching fo
TPR8603	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8603 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 300k,300k,300k,300k | Working Voltage (Max) (V): 60 | Resistor Matching Ratio (Max) (%): 0.03 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 | Matching f
TPR8606	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8606 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 1k,1k,1k,1k | Working Voltage (Max) (V): 10 for each resistor | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 |
TPR8607	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8607 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 5k,1k,1k,5k | Working Voltage (Max) (V): 10 for each resistor | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 |
TPR8608	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8608 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 9k,1k,1k,9k | Working Voltage (Max) (V): 40 for R1+R2 | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 | Matchin
TPR8610	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8610 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 5k,1.25k,1.25k,5k | Working Voltage (Max) (V): 43.75 for R1+R2 | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 
TPR8611	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8611 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 60k,30k,30k,60k | Working Voltage (Max) (V): 150 for R1+R2 | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 | Ma
TPR8612	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8612 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 100k,10k,10k,100k | Working Voltage (Max) (V): 150 for R1+R2 | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C): 1 | 
TPR8614	匹配电阻网络	工业级 匹配电阻	工业级	Part Number: TPR8614 | Status: Production | Rating: Industrial | Product Family: Matched Resistor Network | Resistor Configuration: 60k,30k,30k,60k | Working Voltage (Max) (V): 40 for each resistor | Resistor Matching Ratio (Max) (%): 0.025 | Resistor Matching Ratio Temperature Drift (Max) (ppm/°C):
TPS05P50	电子保险丝	工业级 电子保险丝	工业级	Part Number: TPS05P50 | Status: Production | Rating: Industrial | Minimum Operating Voltage (V): 4.5 | Maximum Operating Voltage (V): 5.5 | Ron (typ) (mΩ): 27 | Number of Channels: 1 | Current Limit Type: Adjustable | Minimum Current Limit (mA): 2000 | Maximum Current Limit (mA): 5000 | Current Limi
TPS05S60	负载开关	工业级 负载开关	工业级	Part Number: TPS05S60 | Status: Production | Rating: Industrial | Function: Load Switch | Number of Channels: 1 | Vin (min): 2.5 | Vin (Max): 5.5 | Imax: 6 | Rdson: 13 | Shutdown Current: 1.27 | Quiescent current: 230 | Soft Start: Y | Features: Build-in SS & Inrush control, reverse current protecti
TPS14P50	电子保险丝	工业级 电子保险丝	工业级	Part Number: TPS14P50 | Status: Production | Rating: Industrial | Minimum Operating Voltage (V): 4.5 | Maximum Operating Voltage (V): 14 | Ron (typ) (mΩ): 27 | Number of Channels: 1 | Current Limit Type: Adjustable | Minimum Current Limit (mA): 2000 | Maximum Current Limit (mA): 5000 | Current Limit
TPS42S40Q	高边开关	负载开关 车规AEC-Q100 高边开关	车规AEC-Q100	Part Number: TPS42S40Q | Status: Production | Rating: Automotive | Minimum Operating Voltage (V): 5 | Maximum Operating Voltage (V): 40 | Number of Channels: 1 | Ron (mΩ): 100 | Iq (Max) (μA): 5000 | Maximum Output Current (A): 4 | Current Limit Type: Adjustable | Maximum Current Limit (A): 13 | Tem
TPS60C01Q	电子保险丝	车规AEC-Q100 电子保险丝	车规AEC-Q100	Part Number: TPS60C01Q | Status: Production | Rating: Automotive | Minimum Operating Voltage (V): 6 | Maximum Operating Voltage (V): 52 | Ron (typ) (mΩ): / | Number of Channels: 1 | Current Limit Type: Adjustable, Software | Minimum Current Limit (mA): / | Maximum Current Limit (mA): / | Current Lim
TPS65R01Q	理想二极管|ORing 控制器	理想二极管 车规AEC-Q100	车规AEC-Q100	Part Number: TPS65R01Q | Status: Production | Rating: Automotive | Minimum Operating Voltage (V): 4 | Maximum Operating Voltage (V): 60 | Number of Channels: 1 | Typical Iq (μA): 60 | Iq (Max) (μA): 100 | Typical IGATE Source (μA): 13000 | Minimum IGATE Source (μA): 3000 | Typical IGATE Sink (mA): 2
TPS75R01	理想二极管|ORing 控制器	理想二极管 工业级	工业级	Part Number: TPS75R01 | Status: Production | Rating: Industrial | Minimum Operating Voltage (V): 5 | Maximum Operating Voltage (V): 75 | Number of Channels: 1 | Typical Iq (μA): 283 | Iq (Max) (μA): 400 | Typical IGATE Source (μA): 32 | Minimum IGATE Source (μA): 25 | Typical IGATE Sink (mA): 1900 |
TPS75R01B	理想二极管|ORing 控制器	理想二极管 工业级	工业级	Part Number: TPS75R01B | Status: Production | Rating: Industrial | Minimum Operating Voltage (V): 5 | Maximum Operating Voltage (V): 75 | Number of Channels: 1 | Typical Iq (μA): 283 | Iq (Max) (μA): 400 | Typical IGATE Source (μA): 95 | Minimum IGATE Source (μA): 60 | Typical IGATE Sink (mA): 1900 
TPT1021EQ	LIN收发器	车规AEC-Q100 LIN	车规AEC-Q100	Part Number: TPT1021EQ | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 20 | Number of Channels: 1 | Features: INH pin, WAKE pin | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1021Q	LIN收发器	车规AEC-Q100 LIN	车规AEC-Q100	Part Number: TPT1021Q | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 20 | Number of Channels: 1 | Features: INH pin, WAKE pin | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1022Q	LIN收发器	车规AEC-Q100 LIN	车规AEC-Q100	Part Number: TPT1022Q | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 20 | Number of Channels: 2 | Features: SLP pin | BUS Contact ESD (kV): 8 | Package: DFN4.5X3-14,SOP14
TPT1024Q	LIN收发器	车规AEC-Q100 LIN	车规AEC-Q100	Part Number: TPT1024Q | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 20 | Number of Channels: 4 | Features: SLP pin | BUS Contact ESD (kV): 8 | Package: QFN5.5X3.5-24
TPT10283Q	SBC	SBC 车规AEC-Q100	车规AEC-Q100	Part Number: TPT10283Q | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): \u221245 to +45 | Data Rate (Max) (kBPS): 20 | Number of Channels: 1 | Features: Integreted LDO | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,ESOP8,SOP8
TPT10285Q	SBC	SBC 车规AEC-Q100	车规AEC-Q100	Part Number: TPT10285Q | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): \u221245 to +45 | Data Rate (Max) (kBPS): 20 | Number of Channels: 1 | Features: Integreted LDO | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,ESOP8,SOP8
TPT1029Q	LIN收发器	车规AEC-Q100 LIN	车规AEC-Q100	Part Number: TPT1029Q | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 20 | Number of Channels: 1 | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1042	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1042 | Status: Production | Rating: Industrial | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Standby | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1042EVQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1042EVQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Standby, VIO | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1042Q	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1042Q | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Standby | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1042V	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1042V | Status: Production | Rating: Industrial | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Standby, VIO | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1042VQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1042VQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Standby, VIO | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1043	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1043 | Status: Production | Rating: Industrial | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent, Standby, Sleep, INH, VIO | BUS Contact ESD (kV): 12 | Package: DFN4.5X3-14,SOP14
TPT1043AQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1043AQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Silent, Standby, Sleep, INH, VIO | BUS Contact ESD (kV): 8 | Package: DFN4.5X3-14,SOP14
TPT1043EQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1043EQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent, Standby, Sleep, INH, VIO | BUS Contact ESD (kV): 12 | Package: DFN4.5X3-14,SOP14
TPT1043Q	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1043Q | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent, Standby, Sleep, INH, VIO | BUS Contact ESD (kV): 12 | Package: DFN4.5X3-14,SOP14
TPT1044Q	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1044Q | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Standby | BUS Contact ESD (kV): 8 | Package: DFN3X3-8,SOP8
TPT1044VQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1044VQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Standby, VIO | BUS Contact ESD (kV): 8 | Package: DFN3X3-8,SOP8
TPT1051H	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1051H | Status: Production | Rating: Industrial | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1051HV	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1051HV | Status: Production | Rating: Industrial | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent, VIO | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1051Q	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1051Q | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1051VQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1051VQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent, VIO | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1057Q	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1057Q | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Silent | BUS Contact ESD (kV): 8 | Package: DFN3X3-8,SOP8
TPT1057VQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1057VQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Silent, VIO | BUS Contact ESD (kV): 8 | Package: DFN3X3-8,SOP8
TPT1145ENQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1145ENQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Partial Networking, SPI | BUS Contact ESD (kV): 10 | Package: DFN4.5X3-14,SOP14
TPT1145NQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1145NQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -70 to +70 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Partial Networking, SPI | BUS Contact ESD (kV): 10 | Package: DFN4.5X3-14,SOP14
TPT11693FQ	SBC	SBC 车规AEC-Q100	车规AEC-Q100	Part Number: TPT11693FQ | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 8000 | Number of Channels: 1 | Features: 2 x Integrated LDO, Watchdog, SPI | BUS Contact ESD (kV): 8 | Package: DFN5.5X3.5-20
TPT11693Q	SBC	SBC 车规AEC-Q100	车规AEC-Q100	Part Number: TPT11693Q | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 8000 | Number of Channels: 1 | Features: 2 x Integrated LDO, Watchdog, SPI | BUS Contact ESD (kV): 8 | Package: DFN5.5X3.5-20
TPT11695FQ	SBC	SBC 车规AEC-Q100	车规AEC-Q100	Part Number: TPT11695FQ | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 8000 | Number of Channels: 1 | Features: 2 x Integrated LDO, Watchdog, SPI | BUS Contact ESD (kV): 8 | Package: DFN5.5X3.5-20
TPT11695Q	SBC	SBC 车规AEC-Q100	车规AEC-Q100	Part Number: TPT11695Q | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 8000 | Number of Channels: 1 | Features: 2 x Integrated LDO, Watchdog, SPI | BUS Contact ESD (kV): 8 | Package: DFN5.5X3.5-20
TPT11695XFQ	SBC	SBC 车规AEC-Q100	车规AEC-Q100	Part Number: TPT11695XFQ | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): \u221245 to +45 | Data Rate (Max) (kBPS): 8000 | Number of Channels: 1 | Features: 2 x Integrated LDO, Watchdog, SPI | BUS Contact ESD (kV): 8 | Package: DFN5.5X3.5-
TPT11695XQ	SBC	SBC 车规AEC-Q100	车规AEC-Q100	Part Number: TPT11695XQ | Status: Production | Rating: Automotive | Supply Voltage (V): 5.5 to 40 | Bus Fault Protection Voltage (V): -45 to +45 | Data Rate (Max) (kBPS): 8000 | Number of Channels: 1 | Features: 2 x Integrated LDO, Watchdog, SPI | BUS Contact ESD (kV): 8 | Package: DFN5.5X3.5-20
TPT1255	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1255 | Status: Production | Rating: Industrial | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -42 to +42 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1256	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1256 | Status: Production | Rating: Industrial | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -42 to +42 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent, VIO | BUS Contact ESD (kV): 15 | Package: DFN3X3-8,SOP8
TPT1330	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1330 | Status: Production | Rating: Industrial | Supply Voltage (V): 3 to 3.6 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Silent, Shut down | BUS Contact ESD (kV): 6 | Package: SOP8,SOT23-8
TPT1334	CAN 收发器	CAN-FD 工业级	工业级	Part Number: TPT1334 | Status: Production | Rating: Industrial | Supply Voltage (V): 3 to 3.6 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 5 | Number of Channels: 1 | Features: Standby, Shut down | BUS Contact ESD (kV): 6 | Package: SOP8,SOT23-8
